"county","jail_2014","jail_1970","jail_1980","jail_1990","jail_2000"
18113,472.27,37.82,49.96,81.5,378.39
18115,236.26,245.7,64.98,101.66,161.28
18117,261.57,129.33,107.41,358.28,589.68
18119,432.28,0,116.74,236.11,371.79
18121,479.06,47.1,129.07,157.67,619.25
18123,271.11,35.9,104.68,263.05,330.92
18125,564.62,0,0,221.97,530.21
18127,394.18,55.41,76.22,109.74,217.82
18129,334.31,156.52,95,169.76,102.16
18131,802.05,83.44,84.59,243.96,745.71
18133,498.88,88.13,60.95,107.44,411.77
18135,430.93,57.51,61.23,113.05,375.12
18137,404.01,139.08,29.6,83.9,148.2
18139,386.21,287.18,148.26,201.44,327.6
18141,285.56,46.39,47.05,125.11,181.13
18143,698.63,178.73,107.48,215.43,315.6
18145,574.87,80.68,92.25,136.01,598.4
18147,336.57,120.45,40.75,92.14,361.59
18149,562.36,64.29,102.55,259.07,297.91
18151,517.72,70.96,33.58,216.67,485.69
18153,398.99,8.6,17.03,239.3,434.22
18155,236.31,135.21,64.96,101.64,161.26
18157,264.39,18.85,25.78,115.01,236.06
18159,292.4,261.15,40.91,185.08,237.92
18161,420.43,25.54,112.96,161.33,317.89
18163,505.07,184.99,119.94,209.22,428.91
18165,657.63,79.76,30.29,171.56,396.86
18167,406.01,76.76,65.17,162.66,231.29
18169,444.05,65.18,60.28,190.66,381.04
18171,432.01,0,17.56,165.29,434.97
18173,165.94,29.48,51.73,234.34,294.97
18175,400.26,143.64,68.75,208.73,402.82
18177,674.75,106.18,120.09,235.48,435.07
18179,517.63,14.2,74.12,344.49,536.32
18181,710.62,0,0,144.76,571.77
18183,581.64,35.76,27.63,234.87,310.21
19001,67.13,36.87,35.95,34.34,48.14
19003,716.09,0,28.79,78.43,498.17
19005,58.74,49.03,20.22,35.14,68.82
19007,302.11,0,61.17,73.18,178.22
19009,53.86,0,31.46,73.82,74.86
19011,61.03,30.64,28.83,135.5,141.16
19013,293.9,53.75,54.07,65.71,276.84
19015,0,6.44,0,0,0
19017,107.9,21.99,15.25,22.42,53.77
19019,162.24,32.92,43,73.71,44.34
19021,196.66,0,62.6,53.27,138.71
19023,134.2,0,0,30.97,100.88
19025,33.43,24.88,72.83,21.26,69.02
19027,55.69,16.16,10.19,41.14,88.59
19029,197.51,31.12,45.9,96.69,212.61
19031,155,39.21,17.25,94.8,144.11
19033,267.1,43.79,28.61,88.72,177.01
19035,138.43,20.07,35.15,38.45,89.15
19037,53.17,49.3,34.28,58.92,49.87
19039,295.76,114.03,37,73.02,141.02
19041,127.81,63.92,43.73,64.01,80.37
19043,128.52,0,36.32,26.83,48.43
19045,140.96,56.93,70.47,114.91,159.42
19047,83.5,45.92,29.11,53.76,104.72
19049,37.23,33.27,12.95,84.39,107.38
19051,135.92,147.4,36.71,28.79,138.46
19053,56.78,50.83,55.12,73.97,63.5
19055,54.63,69.74,34.18,31.83,55.61
19057,213.61,50.6,39.76,72.4,179.05
19059,126.56,40.17,20.61,72.02,86.96
19061,194.1,1.95,22.13,60.29,110.68
19063,31.62,12.23,36.4,32.02,122.19
19065,148.32,13.03,27.13,49.28,149.23
19067,61.61,25.72,23.44,77.74,178.52
19069,0,12.91,47.7,0,0
19071,92.94,36.87,43.03,21.42,163.43
19073,126.72,0,27.94,56.43,125
19075,66.52,11.93,40.74,31.81,45.85
19077,138.76,87.54,34.09,78.63,99.41
19079,73.84,0,0,0,0
19081,87.68,0,0,40.88,99.25
19083,139.83,0,53.34,58.99,70.16
19085,88.38,54.68,51.47,39.61,90.5
19087,123.13,18.33,52.13,63.09,67.75
19089,53.38,15.99,15.48,66.04,68.55
19091,51.17,69.3,55.96,61.51,151.27
19093,166.71,0,0,47.09,99.32
19095,9.7,22.51,22.99,64.62,107.56
19097,65.65,0,27.92,40.09,51.81
19099,123.67,28.37,23.33,58.57,126.97
19101,109.9,41.53,23.34,58.94,110.83
19103,97.46,40.34,38.04,74.36,106.41
19105,99.58,8.57,31.04,49.13,110.81
19107,31.82,25.82,39.7,69.3,140.57
19109,120.4,0,0,16.86,78.01
19111,195.96,0,0,97.38,210.48
19113,158.65,66.89,40.05,84.71,106.13
19115,177.38,48.72,48.53,96.85,119.72
19117,35.06,0,0,82.86,160.14
19119,100.27,13.54,31.38,50.09,186.94
19121,82.31,0,32.09,45.87,130.61
19123,147.71,67.92,60.49,69.29,194.24
19125,170.5,6.36,23.47,68.4,86.85
19127,318.19,4.08,61.34,70.47,160.65
19129,103.11,0,70.82,71.45,87.36
19131,47.51,0,0,16.15,62.09
19133,264.35,0,46.34,57.09,162.18
19135,162.17,133.49,112.53,72.06,250.31
19137,63.02,0,65.62,63.16,184.97
19139,533.74,46.17,32.94,109.33,422.44
19141,189.55,0,0,20.48,74.75
19143,79.3,0,76.18,85.41,135.24
19145,80.99,145.8,70.21,89.22,130.25
19147,90.56,13.24,12.99,38.96,68.5
19149,109.71,21.2,14.63,42.02,108.89
19151,118.04,56.52,35.28,44.98,96.78
19153,272.76,66.5,57.25,81.46,212.63
19155,270.6,0,61.19,70.65,136.51
19157,192.34,17.71,19.38,26.74,60.48
19159,466.12,27.09,55.51,99.27,111.36
19161,33.43,56.75,19.09,21.27,69.02
19163,258.96,71.54,52.55,126,219.49
19165,113.22,23.59,34.41,63.46,119.76
19167,82.76,0,30.21,47.02,56.84
19169,102.66,20.69,27.7,64.8,76.71
19171,139.81,0,0,0,172.6
19173,106.75,40.41,29.71,46.24,146.88
19175,115.22,13.14,96.23,92.43,130.14
19177,111.56,83.13,103.01,90.66,133.53
19179,415.73,51.92,60.29,62.21,0
19181,71.66,55.48,34.87,59.15,76.78
19183,207.48,0,26.17,100.44,208.03
19185,544.81,63.65,88.93,57.53,108.14
19187,201.64,81.6,63.8,128.38,171.57
19189,76.37,0,25.24,27.74,82.59
19191,64.62,39.26,7.09,54.09,53.42
19193,345.27,104.41,46.15,184.78,265.68
19195,84.07,57.89,55.07,64.49,158.66
19197,142.99,80.04,32.37,31.86,55.06
21001,563.24,99.03,198.89,389.14,460.71
21003,544.9,91.76,198.27,192.86,316.28
21005,282.42,52,85,69.97,295.93
21007,840.5,40.65,82.63,104.65,1020.98
21009,539.27,96.26,81.42,172.68,328.26
21011,724.81,91.24,144.05,579.12,620.74
21013,389.9,230.48,135.68,222.4,274.54
21015,310.2,20.03,104.7,209.08,216.82
21017,233.05,88.84,130.41,208.47,223.05
21019,776.94,95.06,40.59,146.64,356.23
21021,1474.05,0,224.76,440.9,698.11
21023,590.28,47.51,148.24,249.81,473.56
21025,1079.35,24.76,71.18,117.23,505.38
21027,1038.59,116.37,80.91,169.1,311.09
21029,516.74,58.81,72.15,120.67,265.17
21031,491.64,87.17,218.31,332.5,382.81
21033,0,165.35,195.44,0,0
21035,601.34,64.33,54.4,118.58,446.76
21037,930.64,47.89,84.28,164.47,277.85
21039,499.51,0,102.44,268.01,1693.82
21041,558.02,120.72,74.96,111.58,547.33
21043,821.46,184.1,33.12,166.44,558.67
21045,2030.91,180.79,110.58,179.18,1242.91
21047,1019.91,30.09,100.11,240.26,1000.02
21049,284.15,54.15,222.03,280.25,554.34
21051,1368.18,231.39,180.28,234.44,518.41
21053,31.01,40.49,95.3,302.78,172.74
21055,1968.98,39.67,42.31,122.72,306.16
21057,563.2,172.24,186.71,389.11,460.81
21059,989.21,119.77,113.94,351.25,548.38
21061,0,18.49,85.71,0,0
21063,361.45,201.73,0,196.3,294.17
21065,234.07,163.07,101.67,149.54,236.23
21067,547.59,168.55,240.3,335.13,282.28
21069,590.24,118.55,151.93,249.87,473.48
21071,561.31,91.42,47.5,115.88,498.32
21073,810.97,53.98,125.52,624.63,771.02
21075,499.51,137.65,276.39,267.98,1693.43
21077,0,0,38.9,0,0
21079,405.99,276.53,157.01,304.92,336.29
21081,1828.89,135.36,38.67,285.99,607.97
21083,457.63,102.44,95.41,227.25,554.31
21085,1294.13,164.36,126.49,397.82,869.62
21087,1002.95,155.21,54.42,182.4,548.47
21089,519.8,24.9,49.17,173.45,410.27
21091,1038.41,24.22,163.73,115.36,311.12
21093,723.77,85.37,59.31,205.32,631.24
21095,1151.39,364.03,156.62,213.78,380.99
21097,233.04,120.47,130.38,208.47,223.05
21099,1197.81,35.67,151.72,476.99,766.26
21101,1479.44,172.17,146.28,148.96,1014.96
21103,558.07,90.9,83.37,111.57,547.35
21105,499.48,268.89,196.88,268.05,1693.51
21107,1190.05,154.1,119.6,246.45,536.41
21109,846.79,260.6,120.14,18.3,360.35
21111,361.05,150.19,131.81,182.17,329.78
21113,491.82,187.92,97.99,218.39,388.97
21115,361.46,18.8,68.6,196.43,294.06
21117,565.44,204.22,105.91,252.9,381.71
21119,664,153.03,47.65,111.53,270.19
21121,0,115.62,115.9,274.19,0
21123,1161.77,31.94,119.63,476.51,883.46
21125,806.31,206.53,173.65,302.89,761.78
21127,361.33,0,0,196.46,294.08
21129,1079.33,80.8,71.2,117.25,505.49
21131,0,60.78,153.98,143.8,0
21133,419.22,65.12,133.62,181.86,275.11
21135,716.28,41.77,62.68,143.01,138.12
21137,405.93,151.61,152.04,304.95,336.28
21139,821.88,106.93,54.53,83.44,718.82
21141,650.08,169.48,129.61,179.11,430.97
21143,0,52.94,58.68,0,0
21145,822.12,192.31,67.27,388.31,718.79
21147,474.55,139.06,65.08,209.22,375.45
21149,0,0,50.66,0,0
21151,454.86,176.46,75.42,214.74,319.66
21153,361.41,156.55,161.76,196.42,293.96
21155,1281.13,149,56.58,220.41,762.55
21157,686.19,31.43,84.85,230,701.86
21159,361.53,94.63,133.51,196.46,293.97
21161,590.16,272,148.23,249.88,473.58
21163,733.58,117.67,63.23,145.24,335.02
21165,0,85.32,0,0,0
21167,0,152.11,0,0,0
21169,539.4,0,81.4,172.67,328.29
21171,279.25,71.08,171.72,213.41,327.14
21173,724.89,192.08,97.68,579.21,620.78
21175,361.33,103.81,68.58,196.37,294.02
21177,1201.1,78.56,119.6,216.61,396.26
21179,412.4,137.13,41.3,259.9,550.91
21181,233.07,154.28,130.4,208.45,222.99
21183,410.54,136.81,103.16,274.37,355.7
21185,217.29,31.78,45.55,166,226.09
21187,0,66.3,0,0,0
21189,1079.84,71.79,103.65,117.21,505.34
21191,310.13,34.93,75.99,232.68,216.89
21193,663.91,72.88,72.48,200.26,270.17
21195,701.76,175.11,59.04,166.14,317.54
21197,1510.21,201.21,173.74,256.08,342.29
21199,508.09,28.24,97.34,246.01,428.48
21201,232.85,0,130.45,208.58,222.87
21203,767.05,167.36,85.79,289.2,695.07
21205,594.67,116.54,114.78,274.34,497.85
21207,936.94,218.14,85.19,210.97,220.02
21209,259.15,98.49,125.11,241.28,269.09
21211,282.44,69.85,128.56,69.98,295.93
21213,2043.32,0,166.48,641.08,1220.08
21215,282.48,0,0,70,295.9
21217,1002.88,140.21,79.44,182.37,548.38
21219,1410.46,173.83,44.27,134.23,313.6
21221,1020.08,79.08,68.39,340.08,135.27
21223,558.01,120.7,74.95,111.58,547.2
21225,491.47,50.42,161.88,250.23,432.61
21227,482.71,176.38,135.81,387.73,625.54
21229,1280.96,48.61,56.58,220.4,762.43
21231,1664.27,143.35,77.33,149.4,444.44
21233,3110.6,53.35,86.94,217.79,797.86
21235,318.2,116.93,91.29,161.52,274.78
21237,1079.66,126.46,216.76,117.26,505.5
21239,494.87,80.07,124.96,173.25,306.67
22001,29.96,113.3,145.16,186.55,492.19
22003,258.38,75.74,155.78,317.32,232.54
22005,588.14,104.29,161.46,311.05,449.45
22007,416.78,27.69,102.68,252.42,438.85
22009,4499.85,168.75,88.68,1033.53,4326.74
22011,531.71,138.67,139.4,342.64,406.82
22013,543.1,278.02,221.88,337.37,486.45
22015,1392.65,195.28,193.33,221.75,490.98
22017,767.92,232.48,278.42,288.29,601.55
22019,958.09,199.58,151.51,292.24,764.24
22021,696.27,149.81,443.2,750.54,1255.41
22023,669.79,186.49,271.51,231.12,274.96
22025,405.34,74.48,205.69,373.22,2852.96
22027,5426.71,194.24,207.22,294.28,1542.03
22029,4816.44,46.8,244.34,494.06,2361.4
22031,681.81,0,208.78,602.6,543.24
22033,572.79,186.89,274.55,390.92,546.12
22035,20069.42,801.09,1121.18,2895.4,14846.42
22037,1077.51,192.9,227.99,428.34,943.33
22039,106.87,48.94,157.59,298.88,401.07
22041,6457.49,67.8,200.74,869.31,2248.56
22043,621.08,178.12,232.49,244.72,256.75
22045,1084.71,70.34,141.5,152.47,711.33
22047,427.97,186.42,492.43,455.34,497.91
22049,10079.26,114.3,148.54,320.92,323.26
22051,326.02,85.15,118.98,216.91,226.26
22053,352.01,123.16,223.78,163.8,386.14
22055,542.66,147.89,162.49,518.44,425.46
22057,281.76,93.79,177.29,219.79,399.46
22059,165.77,87.66,96.14,344.17,276.31
22061,571.53,69.75,73.98,303.22,282.15
22063,609.12,83.41,167.65,236.46,219.6
22065,10930.71,64.39,195.92,392.86,1481.95
22067,928.13,463.5,271.99,547.99,2325.1
22069,1906.7,162.5,197.94,215.47,1343.16
22071,861.38,321.23,491.49,1099.46,1880.31
22073,1037.6,290.9,287.29,525.76,665.79
22075,0,209.1,274.68,507.67,1453.44
22077,1057.16,195.74,195.97,376.22,584.46
22079,1355.29,145.18,241.24,331.52,1096.26
22081,874.69,116.55,220.14,822.36,1122.2
22083,5066.34,82.28,212.95,365.13,5191.24
22085,906.88,150.83,150.39,186.12,547.48
22087,851.34,62.27,109.41,176.56,522.45
22089,952.38,70.88,102.61,237.9,503.37
22091,804.94,223.01,285.67,473.27,832.34
22093,512.03,103.46,110.64,339.32,601.23
22095,705.7,52.72,121.55,164.18,1011.25
22097,66.95,95.9,126.88,387.68,436.77
22099,673.98,114.34,190.36,730,1404.3
22101,1173.21,129.62,302.99,313.97,782.71
22103,575.51,160.6,96.47,119.33,308.76
22105,553.86,153.05,212.28,516.18,642.69
22107,0,78.26,244.11,519.22,9331.07
22109,923.14,127.49,141.34,221.3,792.77
22111,2251.49,37.4,203.58,581.84,899.39
22113,373.43,92.94,138.81,226.43,383.66
22115,627.55,71.68,201.17,201.95,566.28
22117,535.5,113.62,102.39,320.29,385.18
22119,1653.54,136.02,168.57,405.34,1039.6
22121,1081.78,229.12,356.91,279.4,2546.33
22123,334.59,39.48,204.82,317.94,330.92
22125,287.36,125.47,233.63,231.74,281.78
22127,471.02,178.1,248.94,314.93,408.33
23001,209.93,62.54,45.54,124.09,127.75
23003,162.6,57.4,86.09,86.75,129.73
23005,197.41,44.39,65.8,108.42,143.34
23007,110.71,37.13,77.46,107.16,99.58
23009,70.44,24.26,38.38,62.34,90.69
23011,200.95,40.28,69.79,87,168.66
23013,279.35,29.39,57.78,117.41,188.81
23015,392.12,0,0,42.88,79.68
23017,120.84,43.34,70.91,84.15,92.42
23019,137.79,24.42,52.76,107.53,129.9
23021,231.42,41.27,91.26,126.63,184.83
23023,392.11,0,0,42.88,79.67
23025,392.52,62.57,105.7,131.64,168.32
23027,115.3,72.56,67.47,85.8,127.39
23029,187.39,34.45,47.04,130.68,159.15
23031,143.51,28.14,36.41,111.78,97.68
24001,312.21,55.19,59.03,172.52,202.56
24003,201.58,62.27,69.8,142.31,235.81
24005,239.41,35.97,64.81,132.25,231.99
24009,405.4,0,127.68,322.65,315.6
24011,545.73,51,210.9,363.42,410.93
24013,216.86,0,50.22,117.12,154.75
24015,374.89,155.78,180.91,437.3,319.02
24017,340.07,90.48,108.7,429.51,352.42
24019,702.27,140.16,237.71,411.15,653
24021,185.83,73.39,79.75,383.79,279.65
24023,310.35,39.7,77.51,177.31,217.05
24025,252.37,49.24,77.55,166.47,231.93
24027,140.59,27.74,70.64,143.87,129.99
24029,529.36,152.73,206.71,295.81,568.71
24031,112.11,38.6,94.15,155.46,139.08
24033,188.51,50.54,109.12,254.97,237.76
24035,368.49,142.9,144.91,248.25,278.73
24037,317.55,48.74,95.94,204.16,244.83
24039,468.83,53.27,130.99,311.76,373.47
24041,330.28,97.72,172.5,289.82,384.74
24043,345.78,73.54,128.95,320.06,334.5
24045,584.39,115,147.74,687.16,766.76
24047,499.76,171.36,331.45,678.91,825.18
24510,785.06,312.12,319.84,550.84,743.86
25001,230.49,81.39,72.71,113.25,183.72
25003,308.02,67.61,89.44,149.46,292.74
25005,337.47,47.88,54.57,82.55,303.32
25007,309.09,0,102.26,270.81,335.5
25009,310.95,51.02,68.05,133.37,262.95
25011,355.27,88.62,134.34,182.38,286.95
25013,459.9,77.61,94.66,211.75,578.61
25015,225.33,115.16,94.68,222.36,209.79
25017,83.54,30.68,48.53,107.79,139.22
25019,230.58,81.38,72.7,113.41,183.71
25021,130.28,21.96,36.46,82.93,132.32
25023,281.99,33.79,69.7,152.52,346.63
25025,272.41,153.28,120.93,246.04,458.33
25027,201.62,55.19,64.73,131.53,248.02
26001,434.86,49.3,51.79,230.58,377.61
26003,309.6,98.6,75.29,222.58,222.53
26005,238.94,58.64,149.38,246.06,234.25
26007,250.79,67.31,71.64,345.4,356.67
26009,302.99,13.98,135.86,205.85,328.62
26011,481.36,47.14,191.02,239.05,320.51
26013,0,44.38,0,0,0
26015,266.67,0,94.85,166.09,169.88
26017,309.36,55.56,127.75,237.57,257.28
26019,368.34,61.95,104.88,201.2,409.43
26021,357.38,156.85,188.4,320.49,369.52
26023,496.64,26.28,159.35,322.62,290.87
26025,488.84,120.27,103.38,157.07,541.22
26027,305.21,95.58,79.61,162.84,333.64
26029,104.17,147.04,133.06,150.11,182.61
26031,488.76,105.97,127.96,137.59,294.43
26033,475.69,65.6,96.05,146.49,159.59
26035,819.11,72.29,96.38,259.69,469.98
26037,391.83,67.43,52.22,215.32,380.35
26039,441.66,290.24,214.45,296.77,395.13
26041,303.82,52.76,88.87,130.35,226.1
26043,444.26,0,53.56,189.5,340.46
26045,334.58,57.64,87.8,184.07,279.84
26047,391.82,130.58,63.41,118.01,275.44
26049,230.87,150.61,104.47,139.82,201.51
26051,517.42,319,80.16,298.95,374.1
26053,272,24.6,99.48,134.71,265.83
26055,273.79,79.33,158.99,280.11,277.09
26057,197.98,52.17,90.27,203.44,233.12
26059,178.44,77.03,63.69,151.15,193.63
26061,186.22,36.32,68.87,128.62,171.66
26063,293.3,112.95,99.53,265.57,272.02
26065,300.37,96.34,123.49,247.51,269.76
26067,341.98,147.13,48.7,172.45,281.77
26069,450.97,0,96.3,276.53,404.63
26071,665.29,0,90.91,218.96,477.55
26073,389.51,49.61,61.85,196.55,348.62
26075,356.7,130.29,88.16,192.78,229.43
26077,242.41,80.43,153.68,198.18,205.31
26079,457,0,0,0,464.63
26081,261.76,160,178.95,212.37,298.24
26083,164.34,0,0,110.25,204.08
26085,508.87,97.82,321.21,517.97,2603.37
26087,190.54,84.24,87.62,114.24,169.56
26089,187.19,236.56,92.98,163.46,120.11
26091,397.99,71.9,128.92,236.08,260.95
26093,202.78,48.14,69.03,76.67,161.13
26095,0,0,0,0,0
26097,264.67,90.94,122.76,313.16,287.02
26099,208.36,58.81,57.04,151.38,251.68
26101,324.34,76.68,44.34,187.47,261.85
26103,188.68,64.75,81.69,106.39,146.03
26105,398.59,97,103.53,204.24,280.98
26107,276.93,36.72,60.06,167.2,213.64
26109,226.49,63.55,56.61,156.11,270.5
26111,329.46,93.41,72.52,147.85,195.96
26113,340.68,72.43,122.21,207.4,300.63
26115,244.75,62.36,82.29,142.85,241.94
26117,396.06,73.55,139.08,190.08,227.57
26119,200.22,66.67,295.48,479.08,559.55
26121,356.75,114.21,156.55,250.4,321.69
26123,294.59,31.47,114.24,393.98,358.29
26125,183.74,42.36,91.33,225.07,211.02
26127,279.96,87.28,96.67,286.52,398.5
26129,626.32,279.39,68.18,160.93,169.4
26131,81.12,80.45,155.96,237.49,205.13
26133,476.78,69.07,106.19,256.47,327.46
26135,626.48,279.38,68.18,160.96,169.4
26137,230.69,33.32,228.45,268.35,328.1
26139,185.23,45.83,67.73,114.51,158.87
26141,365.97,0,97.85,155.08,214.26
26143,535.57,101.08,86.24,158.8,522.91
26145,407.9,66.17,126.72,181.59,371.19
26147,386.81,71.93,99.67,185.07,204.12
26149,396.32,116.42,168.96,392.42,348.97
26151,190.45,44.89,66.24,173.91,276.83
26153,292.85,21.56,125.36,198.14,364.25
26155,301.18,88.81,99.06,163.87,279.96
26157,212.97,70.51,85.48,148.49,175.14
26159,308.19,190.24,162.88,201.02,211.64
26161,152.38,42.69,97.16,125.33,126
26163,191.49,159.02,102.78,115.22,200.74
26165,183.77,132.59,161.15,225.62,284.43
28001,406.77,91.44,176.57,259.47,465.16
28003,1260.2,71.6,88.65,89.97,173.08
28005,503.84,26.73,61.51,134.36,207.9
28007,190.31,73.67,156.09,170.26,176.6
28009,406.43,73.46,108.08,150.69,364.41
28011,2124.68,86.24,275.71,314.87,456.38
28013,65.2,161.63,5.78,0,187.82
28015,5076.3,56.75,192.8,216.52,4202.03
28017,3602.54,345.59,78.73,175.36,405.53
28019,305.75,42.29,121.88,129.73,265.02
28021,97.56,203.25,154.38,209.59,201.63
28023,374.74,102.88,71.32,191.44,245.82
28025,958.81,27.16,95.01,331.64,619.06
28027,629.79,184.19,304.26,525.6,496.65
28029,254.22,7.22,157.71,245.84,396.3
28031,41.23,61.92,83.71,146.21,146.45
28033,308.39,58.99,62.54,182.02,307.74
28035,583.38,119.92,421.62,514.08,349.86
28037,0,64.5,61.16,155.81,0
28039,1682.38,54.88,169.33,111.33,651.51
28041,158.35,101.85,37.9,39.33,290.57
28043,1078.86,87.89,210.97,186.14,1068.27
28045,593.66,163.38,134.51,417.12,418.91
28047,574.08,188.19,162.01,377.51,650.32
28049,88.83,216.48,171.4,219.22,572.63
28051,3093.13,72.69,196.53,162.27,445.25
28053,428.49,52.38,309.52,300.86,395.04
28055,8107.72,0,0,0,4432.91
28057,178.64,48.23,62.06,82.18,100.07
28059,428.48,77.5,141.17,168.41,264.12
28061,220.58,198.09,88.46,188.61,260.89
28063,6345.13,82.51,169.3,154.15,394.2
28065,378.39,40.23,134.11,352.82,377.88
28067,292.42,193.97,144.41,205.48,316.74
28069,6524.67,52.84,38.21,89.33,1181.25
28071,169.97,156.31,104.9,110.95,269.11
28073,341.85,99.11,76.97,116.13,255.03
28075,601.93,140.23,132.12,238.44,473.02
28077,311.14,62.01,95.01,123.7,351.74
28079,2560.98,59.56,149.72,164.92,2402.4
28081,446.71,113.05,153.72,77.08,379.8
28083,535.8,277.78,213.97,301.18,444.2
28085,367.19,128.59,164.31,145.11,276.1
28087,632.22,98.16,144.37,153.57,294.31
28089,404.56,72.8,165.88,299.32,347.15
28091,539.18,74.82,108.72,185.17,1656.09
28093,186.34,30.47,67.53,158.89,278.87
28095,462.84,146.15,205.76,290.77,345.91
28097,0,109.68,167.18,245.37,0
28099,297.12,32.68,135.25,97.49,259.5
28101,257.11,53.12,111.1,108.49,159.24
28103,300.85,39.85,124.37,205.41,307.09
28105,219.24,10.8,119.83,144.48,296.79
28107,443.38,27.42,126.85,165.37,391.6
28109,908.65,71.86,128.03,195.18,402.62
28111,363.16,19.09,109.45,139.23,383.72
28113,656.01,70.19,222.96,258.14,527.26
28115,339.27,185.67,140.07,145.58,203.68
28117,435.9,40.41,42.66,59.27,258.24
28119,358.57,184.75,296.72,413.63,407.98
28121,359.99,47.5,60.52,103.35,238.02
28123,578.19,64.26,101.31,226.6,231.89
28125,8107.34,65.66,273.11,275.32,4432.87
28127,864.49,43.23,174.77,500.3,210.25
28129,371.67,37.03,50.43,86.13,207.89
28131,3424.77,140.34,88.19,146.78,972.83
28133,202.11,83.78,120.42,151.16,274.37
28135,486.43,50.29,204.15,413.18,494.21
28137,429.98,56.85,69.42,137.69,310.22
28139,269.27,31.61,51.48,97.47,183.76
28141,706.66,109.72,50.3,121.41,283.71
28143,1058.98,137.84,312.86,715.21,1047.14
28145,431.3,112.96,121.83,105.59,305.81
28147,161.97,55.98,161.03,146.07,160.14
28149,368.56,161.17,262.88,283.47,357.48
28151,441.32,270.94,226.92,210.64,401.66
28153,571.82,10.56,151,179.05,358.07
28155,158.6,0,201.23,177.65,353.12
28157,290.46,32.56,127.86,241.55,283.78
28159,2746.11,83.41,66.61,77.19,2212.22
28161,296.85,75.96,64.86,159.32,208.06
28163,1594.3,39.56,199.85,223.74,398.91
29001,240.37,39.7,88.57,110.66,133.23
29003,241.85,29.13,76.58,110.57,94.55
29005,92,35.13,61.35,179.9,248.63
29007,520.36,153.77,107.94,171.99,195.31
29009,191.1,79.84,74.12,61.13,106.94
29011,200.8,34.08,18.56,97.75,195.85
29013,197.22,46.28,109.43,91.45,308.91
29015,247.52,180.41,102.72,131.42,94.88
29017,277.39,97.71,142.2,119.65,128.04
29019,143.46,49.68,74.24,141.45,198.5
29021,368.32,76.66,111.54,242.66,289.22
29023,277.83,134.23,184,152.72,377.16
29025,586.88,0,0,0,238.1
29027,222.98,68.66,132.12,249.3,96.55
29029,410.92,74.67,51.02,136.85,131.96
29031,347.46,62.83,98.51,120.25,159.58
29033,197.82,153.85,221.65,149.54,442.84
29035,0,45.29,0,0,0
29037,199.57,33.78,34.92,75.93,143.22
29039,175.22,0,46.93,84.46,135.73
29041,422.79,81.25,222.19,238.28,279.16
29043,221.7,65.95,53.36,44.69,38.52
29045,327.87,43.84,74.94,141.56,380.5
29047,231.52,62.21,50.88,176.32,184.99
29049,139.91,0,102.74,107.11,176.94
29051,228.92,82.61,71.14,103.47,90.84
29053,284.83,0,188.13,239.69,240.48
29055,256.38,0,86.63,175.41,122.13
29057,218.1,260.82,75.21,85.15,122.76
29059,259.52,35.19,61.7,139.99,153.41
29061,0,0,0,0,0
29063,107.96,0,77.46,82.32,96.66
29065,320.81,60.82,22.64,104.92,88.15
29067,294.91,18.29,47.89,36.11,153.6
29069,776.11,141.02,121.06,168.77,255.95
29071,173.63,43.93,52.85,107.31,154.51
29073,256.4,43.17,117.17,48.88,122.1
29075,198.18,0,84.61,135.14,542.11
