"county","jail_2014","jail_1970","jail_1980","jail_1990","jail_2000"
29077,242.68,127.24,72.56,90.52,126.91
29079,375.02,88.24,66.66,100.63,206.12
29081,198.16,69.64,86.48,100.13,542.19
29083,447.66,47.96,116.57,116.09,194.9
29085,98.46,151.86,26.57,145.7,106.2
29087,395.97,105.04,40.73,283.94,136.66
29089,164.01,80.65,157.89,291.65,184.51
29091,233.86,36.05,44.03,92.61,223.67
29093,258.63,54.83,51.75,90.47,216.81
29095,185.97,176.05,154.93,236.59,222.78
29097,246.34,135.35,137.11,143.86,241.42
29099,189.27,36.47,28.82,56.57,1.48
29101,552.78,48.38,53.78,66.65,101.96
29103,0,62.46,38.74,0,0
29105,569.02,128.08,71.39,161.12,462.92
29107,363.69,82.74,65.1,119.93,218.5
29109,182.85,76.44,68.61,118.82,183.34
29111,170.6,0,0,38.33,150.83
29113,236.44,49.69,59.99,81.06,356.48
29115,0,0,0,0,0
29117,456.62,79.02,187.46,244.52,499.16
29119,226.38,96.43,73.39,162.66,225.26
29121,302.67,90.54,70.61,100.4,138.21
29123,237.62,100.5,77.68,138.51,357.01
29125,85.43,124.81,73.02,109.25,74.11
29127,358.7,74.22,93.6,101.25,387.79
29129,269.06,0,94.51,290.7,170.07
29131,594.64,91.81,65.31,157.38,384.69
29133,604.62,161.74,244.32,266.54,408.83
29135,294.72,49.99,73.25,230.59,152.32
29137,205.99,56.78,62.78,68.56,159.48
29139,55.1,66.73,129.79,165.19,171.3
29141,733.35,51.26,75.25,137.07,284.94
29143,304.45,44.36,172.84,226.42,288.72
29145,227.99,119.33,54.24,86.22,142.84
29147,131.15,34.84,68.24,101.93,115.93
29149,90.83,75.54,49.53,58.7,69.93
29151,114.13,0,78.16,64.55,152.15
29153,340.68,27.18,57.65,95.97,111.04
29155,656.12,54.61,172.09,249.07,532.37
29157,213.94,48.57,38.21,142.26,154.62
29159,530.3,0,90.36,120.19,171.95
29161,333.54,0,64.86,90.51,231.26
29163,385.37,83.31,68.63,128.63,230.45
29165,207.92,84.26,108.78,82.82,172.65
29167,186.29,98.33,61.42,58.09,137.44
29169,132.9,0,40.57,67,114.61
29171,140.35,0,125.28,102.81,197.78
29173,0,0,0,0,0
29175,525.33,130.64,104.47,124.98,201.55
29177,405.19,59.15,90.65,89.33,192.9
29179,227.44,313.21,109.57,101.52,103.07
29181,254.51,0,59.39,67.95,120.59
29183,126.87,32.68,33.46,69.64,119.07
29185,250.45,142.76,65.44,0,0
29186,168.59,0,0,255.44,159.82
29187,456.97,41.53,119.55,67.02,246.06
29189,198.57,43.04,66.27,93.35,132.56
29195,562.32,142.56,133.76,167.81,251.26
29197,116.82,114.72,69.59,83.16,79.81
29199,106.84,33.76,57.37,106.6,156.25
29201,359.28,91.35,153.34,168.38,250.86
29203,154.8,23.44,84.49,68.36,207.27
29205,241.09,23.41,84.73,151.71,243.37
29207,258.73,51.94,93.67,111.4,263.91
29209,340.45,16.53,41.81,101.62,159.77
29211,24.8,23.3,46.3,220.69,98.51
29213,521.56,24.84,115.29,132.58,145.28
29215,314.31,104.2,79.75,110.35,124.27
29217,785.48,108.01,70.39,135.67,165.99
29219,536.14,268.19,77.8,101.98,317.36
29221,290.91,81.95,74.21,94.79,273.94
29223,731.17,80.63,121.02,139.96,91.6
29225,134.28,56.29,68.84,80.08,56.31
29227,0,0,0,0,0
29229,251.23,51.36,28.64,72.33,117.99
29510,756.38,246.71,259.38,265.69,465.53
33001,281.19,143.45,84.4,135.53,131.24
33003,187.76,73.39,110.23,123.67,160.59
33005,265.94,40.03,57.25,193.05,195.37
33007,187.19,59.39,37.59,118.41,156.59
33009,199.93,68.13,69.66,115.4,139.77
33011,201.07,91.42,78.75,164.92,219.39
33013,158.22,78.02,62.85,175.35,170.46
33015,149.6,48.02,47.58,86.03,106.53
33017,251.99,74.25,49.51,78.72,148.8
33019,291.17,70.37,98.98,146.02,179.46
34001,491.44,185.52,166.47,443,621.14
34003,131.81,46.39,44.12,165.07,116.87
34005,171.91,65.04,75.07,130.6,170.85
34007,442.18,76.63,94.14,383.92,445.83
34009,412.31,86.86,140.54,314.87,291.48
34011,544.62,114.1,156.62,488.37,472.92
34013,399.66,197.23,199.91,343.18,336.01
34015,183.24,58.54,45.31,151.15,150.56
34017,240.5,139.61,108.1,225.27,369.24
34019,92.37,58.77,54.58,100.94,111.71
34021,314.96,143.16,133.66,532.8,370.3
34023,158.49,47.89,59.07,202.48,197.69
34025,169.86,104.88,101.74,176.63,272.14
34027,93.09,36.21,51.22,99.31,80.14
34029,187.22,82.16,60.14,144.31,120
34031,313.52,126.05,120.33,533.76,553.06
34033,795.9,114.63,233.89,570.62,626.88
34035,97.12,41.76,49.83,137.05,121.76
34037,155.8,28.06,57.42,170.42,138.16
34039,215.36,83.55,58.85,278.15,264.12
34041,171.44,55.5,45.14,223.1,185.96
36001,355.2,148.39,149.66,285.5,357.86
36003,178.57,38.38,51.62,105.03,157.89
36007,378.86,48.47,53.83,171.7,275.79
36009,201.68,49.53,63.08,144.62,203.77
36011,361.13,49.52,69.59,119.06,171.19
36013,304.38,61.89,85.27,118.25,252.61
36015,361.4,49.13,101.01,216.91,344.17
36017,326.53,37.46,57.95,88.6,147.02
36019,294.31,62.15,44,82.51,209.08
36021,258.24,58.94,79.28,255.36,276.65
36023,214.56,42.24,69.72,104.41,197.62
36025,263.72,37.15,47.41,74.54,138.07
36027,136.42,88.51,51.88,142.02,165.61
36029,206.64,82.95,77.61,139.48,244.86
36031,238.99,49.94,55.03,74.3,77.83
36033,330.23,67.64,82.77,137.53,179.63
36035,310.14,44.13,57.56,143.46,339.79
36037,175.45,45.7,59.14,141.93,173.05
36039,143.1,55.36,55.53,143.15,137.22
36041,135.82,0,0,92.54,85.94
36043,62.9,29.73,46.3,85.27,121.71
36045,169.41,78.32,78.18,129.55,200.49
36049,188.96,15.08,64.55,119.3,186.46
36051,240.03,74.54,70.77,164.01,168.69
36053,193.52,57.61,102.13,113.19,233.63
36055,269.7,55.43,61.76,178.02,282.71
36057,568.06,58.7,90.56,354.17,361.57
36059,140.53,74.66,82.93,204.74,161.52
36061,194.17,256.12,159.81,351.99,277.29
36063,228.26,85.26,79.75,147.22,250.06
36065,250.09,51.41,75.29,175.83,300.16
36067,372.19,96.5,83.44,153.49,269.27
36069,309.05,78.36,93.86,169.04,252.79
36071,209.58,80.4,102.96,202.65,249.61
36073,229.41,64.14,117.72,262.69,289.07
36075,184.82,47.87,61.82,108.18,144.52
36077,165.97,50.95,43.37,83.21,147.26
36079,162.93,21.33,19.76,84.09,117.61
36083,194.64,77.48,51.22,97.86,283.24
36087,108.67,51.57,49.9,106.21,123.67
36089,213.49,49.69,51.78,88.16,113.69
36091,124.09,42.09,64.76,120.76,116.64
36093,308.06,39.2,62,215.95,334.16
36095,195.69,73.27,73.56,95.14,350.18
36097,206.53,61.41,124.11,138.99,146.82
36099,311.92,42.48,92.19,142.29,242.22
36101,237.23,69.64,69.51,127.74,167.01
36103,140.61,48.33,64.25,138.48,151.62
36105,358.34,46.04,205.3,323.58,342.29
36107,201.26,44.77,80.69,132.39,229.67
36109,88.75,56.2,38.33,79.65,99.74
36111,276.42,83.89,85.51,147.85,205.54
36113,235.31,100.35,121.46,130.25,191.62
36115,264.65,45.77,105.05,124.27,170.83
36117,177.46,93.37,74.89,135.91,242.93
36119,193.95,80.63,104.55,262.18,189.9
36121,212.75,17.66,21.75,89.22,168.9
36123,263.49,25.53,138.61,294.06,242.6
37001,372.31,86.31,47.13,166.41,248.37
37003,320.7,40.82,97.62,72.69,115.5
37005,402.99,40.22,35.82,149.3,466.23
37007,267.96,29.03,69.98,162.25,334.76
37009,913.98,300.6,37.73,82.71,119.89
37011,301.26,0,0,96,59.05
37013,298.79,40.93,67.95,200.83,293.09
37015,0,41.66,42.8,0,0
37017,314.1,167.17,78.76,218.87,283.76
37019,365.81,40.36,56.59,136.55,210.5
37021,257.73,93.43,86.36,134.88,181.37
37023,316.54,0,40.25,67.28,72.52
37025,300.9,39.35,63.46,141.54,169.61
37027,228.76,87.21,58.73,114.62,214.18
37029,235.72,20.25,83.27,182.34,277.99
37031,329.89,74.68,64.45,65.35,210.19
37033,3.47,112.5,31.89,93.88,173.53
37035,263.31,62.93,54.46,123.21,124.25
37037,109.63,10.74,57.58,95.33,100.31
37039,441.08,119.07,115.29,159.04,183.86
37041,256.5,106.79,137.02,282.1,252.22
37043,471.7,63.31,91.21,81.32,120.77
37045,428.56,116.66,81.18,159.67,212.84
37047,399.6,0,86.77,156.28,284.77
37049,382.61,83.89,70.5,124.51,212.78
37051,323.29,103.75,86.54,147.73,179.45
37053,185.33,94.65,98.94,103.32,131.3
37055,344.11,66.96,77.56,248.6,495.6
37057,229.61,53.9,55,128.75,202.18
37059,172.27,0,38.95,70.19,122.63
37061,366.06,38.39,69.49,159.57,212.72
37063,242.81,107.51,120.01,227.33,272.43
37065,491.09,86.78,108.08,204.74,416.71
37067,305.88,93.48,92.89,193.87,334.17
37069,330.46,95.81,75.65,46.32,254.15
37071,292.11,53.01,72.77,159,253.08
37073,0,39.87,0,0,0
37075,130.6,25.34,39.5,124.68,120.37
37077,218.51,58.68,64.3,138.87,211.49
37079,482.05,32.69,13.24,82.22,152.77
37081,263.33,176.18,141.45,186.86,229.05
37083,298.72,18.6,84.92,185.96,260.72
37085,229.3,18.68,45.7,117.79,122.96
37087,312.31,38.16,75.12,127.28,130.31
37089,241.46,76.63,35.13,103.03,183.49
37091,536.64,13.53,74.41,286.43,571.05
37093,403.31,221.05,52.48,157.47,268.02
37095,254.61,30.88,161.34,264.71,178.62
37097,250.09,83.63,70.63,96.46,184.57
37099,196.44,20.48,72.06,42.56,115.47
37101,153.68,91.28,67.28,136.64,205.6
37103,421.15,0,0,117.31,99.95
37105,248.4,89.14,60.39,178.39,266.84
37107,576.48,54.59,74.22,143.33,317.59
37109,253.73,72.18,57.32,116.21,136.39
37111,323.76,88.81,85.8,113.96,226.39
37113,211.88,0,20.3,37.35,170.18
37115,326.94,19.64,72.77,80.49,136.88
37117,784.39,59.92,56.42,307.15,448.79
37119,214.49,123.74,83.98,343.29,279.26
37121,323.68,83.62,63.95,165.18,226.36
37123,416.88,194.36,130.06,121.56,248.64
37125,231.18,33.4,96.52,120.6,211.94
37127,329.5,103.9,68.47,210.69,291.98
37129,335.4,81.03,99.21,217.68,247.03
37131,436.85,81.31,92.02,192.4,552.66
37133,235.65,56.08,76.29,86.58,119.15
37135,72.43,46.16,24.24,71.99,66.5
37137,454.37,0,33.31,141.63,271.29
37139,235.69,20.25,83.26,182.36,278.07
37141,203.94,18.3,75.2,138.77,192.42
37143,235.67,20.24,83.25,182.41,278.04
37145,541.16,43.5,50.12,141.16,339.49
37147,339.53,71.67,78.2,148.3,263.41
37149,233.16,143.84,101.11,171.26,182.37
37151,225.56,32.53,51.57,86.46,174.62
37153,277.03,85.12,90.12,208.07,378.41
37155,430.22,64.08,105.58,181.02,416.2
37157,253.73,39.38,71.38,129.82,242.77
37159,309.91,51.65,62.46,104.73,227.57
37161,478.82,107.89,41.99,145.88,247.26
37163,524.15,67.66,100.07,162.06,191.2
37165,457.48,155.05,103.67,277.16,367.73
37167,198.41,35.83,55.67,79,169.65
37169,191.08,33.48,40.39,59.31,95.81
37171,268.34,45.88,47.77,146.27,155.32
37173,597.99,110.95,177.1,293.1,470.84
37175,353.47,55.43,70.09,126.42,172.89
37177,205.9,0,56.98,149.06,160.02
37179,144.03,46.99,77.23,202.22,121.25
37181,545.97,25.25,85.48,271.85,440.96
37183,172.47,64.6,65.55,131.55,186.35
37185,225.3,88.84,121.28,168.93,235.79
37187,254.6,24,36.24,122.1,211.24
37189,195.62,60.16,31.48,66.21,102.5
37191,261.89,97.21,75.7,136.05,240.68
37193,273.25,50.85,57.29,113.85,152.9
37195,381.56,94.88,59.88,143.95,360.28
37197,135.37,44.37,73.86,77.52,107.24
37199,288.13,63.36,64.88,54.1,119.68
39001,330.42,46.1,123.76,137.41,156.85
39003,332.12,120,114.98,215.41,323.49
39005,294.36,85.63,106.54,155.54,151.07
39007,208.3,59.3,40.55,167.17,155.51
39009,171.66,38.05,26.06,59.58,165.28
39011,186.72,44.18,54.47,72.15,179.54
39013,227.17,40.23,46.81,62.92,144.54
39015,259.42,0,118.31,138.67,155.36
39017,229.79,64.31,88.86,123.72,224.22
39019,116.62,47,42.78,140.51,95.64
39021,175.33,86.69,62.88,70.19,90
39023,238.9,56.21,95.24,168.95,196.76
39025,252.79,56.09,52.06,144.92,241.42
39027,263.6,95.8,49.37,85.74,130.05
39029,187.55,62.02,51.97,1.45,250.92
39031,267.44,74.57,77.59,143.85,196.43
39033,424.9,65.96,75.04,105.34,220.05
39035,271.54,111.38,95.54,158.21,223.33
39037,120.5,20.91,37.38,75.19,70.28
39039,566.3,77.9,78.25,218.44,590.6
39041,149.79,44.37,39.92,127.22,124.59
39043,274.87,63.71,74.35,84.34,200.19
39045,272.2,92.2,47.12,57.06,115.61
39047,324.83,136.96,90.15,154.59,206.04
39049,239.73,97.1,111.92,181.36,280.37
39051,566.23,52.01,46.05,218.43,590.5
39053,56.79,63.02,57.25,55.57,105.47
39055,160.21,49.98,67.84,67.1,114.49
39057,209.38,58.16,88.44,122.29,228.36
39059,299.83,76.51,68.93,88.93,240.42
39061,324.57,117.51,140.14,243.97,375.33
39063,187.02,54.72,63.69,107.42,225.07
39065,254.67,68.95,105.27,52.95,35.84
39067,80.96,29.61,45.88,43.91,56.29
39069,566.18,96.59,49.28,218.39,590.55
39071,235.6,95.23,114.21,113.44,126.3
39073,171.67,83.65,81.64,82.05,165.3
39075,114.84,38.82,47.49,64.93,198.71
39077,273.66,37.65,34.57,75.46,201.82
39079,235.72,106.52,47.23,65.67,119.21
39081,215.06,34.82,34.4,52.42,204.86
39083,139.89,96.76,65.75,114.81,108.85
39085,236.21,53.29,48.35,90.09,176.61
39087,162.44,66.55,87.4,105.25,128.59
39089,242.02,40.92,69.6,116.8,171.87
39091,251.19,38.54,39.88,139.46,155.96
39093,211.14,75.14,63.6,116.29,172.75
39095,153.4,182.11,133.36,196.9,119.56
39097,175.32,84.79,59.64,68.26,90.01
39099,371.98,65.66,80.02,137.51,202.91
39101,254.71,108.49,69.15,134.71,210.71
39103,178.77,72.89,44.54,58.66,218.52
39105,178.51,25.85,43.1,49.58,98.77
39107,216.93,9.94,29.23,55.08,69.84
39109,192.01,62.63,79.02,131.78,221.37
39111,0,44.75,31.44,50.73,0
39113,237.01,104.95,95.17,142.86,217.04
39115,171.66,28.22,46.34,57.6,165.22
39117,176.78,178.52,64.32,86.12,539.66
39119,387.69,58.19,67.78,124.65,199.84
39121,222.74,0,46.85,81.03,149.84
39123,344.81,45.02,77.72,174.9,313.19
39125,214.17,62.42,77.29,135.52,148.09
39127,171.63,31.87,39.42,66.2,165.29
39129,307.05,63.68,105.46,51.47,180.55
39131,235.19,83.53,59.28,22.13,134.88
39133,136.94,55.02,53.42,32.52,131.88
39135,242.93,33.24,46.22,53.03,172.38
39137,243.94,34.89,36.33,43.59,93.86
39139,293.98,141.11,79.53,132.69,129.24
39141,311.36,83.48,94.7,116.75,202.98
39143,189.2,53.19,63.9,180.63,188.97
39145,235.14,99.13,66.16,137.89,134.86
39147,404.97,44.52,63.97,122.14,197.37
39149,299.37,109.19,48.39,132.88,355.98
39151,178.84,93.3,68.04,106.96,171.23
39153,186.63,73.75,67.29,81.2,242.84
39155,235.93,53.28,48.82,46.41,151.65
39157,173,60.35,73.09,66.51,138.76
39159,175.31,111.19,61.47,79.28,90.02
39161,0,34.69,0,0,0
39163,171.73,90.24,26.07,59.56,165.18
39165,189.95,74.62,69.81,89.27,163.97
39167,178.46,86.36,73.66,117.68,98.77
39169,152.64,33.85,70.02,121.51,142.86
39171,566.15,56.16,58.04,218.45,590.58
39173,152.39,55.87,35.24,84.74,103.25
39175,147.94,79.75,74.87,90.44,103.12
41001,373.06,182.27,164.13,193.94,313.76
41003,44.94,18.52,47.86,48.62,74.23
41005,219.07,57.31,52.88,115.9,195.87
41007,264.51,45.4,126.3,182.07,285.69
41009,115.32,69.76,77.02,107.56,201.76
41011,221.36,54.07,102,353.12,500.93
41013,118.77,0,143.92,206.66,195.09
41015,275.09,211.34,134.17,293.36,326.29
41017,205.83,63.6,80.27,117.56,220.21
41019,349.47,104.41,140.69,210.8,280.38
41021,298.78,72.55,152.76,119.39,367.4
41023,277.77,127.44,76.25,117.99,617.92
41025,369.17,179.57,52.41,258.44,263.09
41027,298.81,86.42,105.73,184.82,367.63
41029,140.3,118.89,156.58,301.15,272.21
41031,705.05,95.11,153.26,149.29,210.2
41033,217.34,89.3,200.39,296.46,97.18
41035,275.44,50.59,179.8,117.07,308.11
41037,183.26,75.6,164.3,149.42,164.38
41039,120.42,85.29,133.8,176.99,249.34
41041,561.92,0,104.71,161.66,375.62
41043,218.04,50.03,82.9,75.62,279.42
41045,447.81,152.26,161.99,151.1,441.53
41047,182.23,78.7,95.39,219.09,420.5
41049,259.09,78.7,128.88,121.06,264.92
41051,201.14,188.82,138.63,258.76,407.24
41053,253.55,31.68,128.43,102.47,127.11
41055,298.84,72.61,152.68,119.27,367.27
41057,628.08,287.46,125.23,131.92,576.76
41059,259.11,78.68,128.84,121.08,264.92
41061,222.11,24.88,165.57,203.68,231.74
41063,0,0,0,0,0
41065,298.82,72.58,152.76,119.31,367.62
41067,199.27,53.56,63.53,84.33,195.4
41069,277.8,127.42,76.22,118.03,617.87
41071,284.36,62.07,145.18,140.94,347.91
42001,395.87,66.26,69.91,164.16,330.45
42003,288.94,83.52,48.42,125.16,262.05
42005,310.99,12.92,42.98,85.18,148.24
42007,280.07,43.56,60.81,147.9,175.36
42009,459.56,43.37,70.28,162.56,248.12
42011,434.21,101.71,100.69,249.3,350.38
42013,352.23,70.51,90.42,255.09,287.67
42015,447.85,38.79,60.89,160.42,317.89
42017,254.59,60.75,70.85,215.51,181.91
42019,255.06,17.85,56.65,119.51,148.32
42021,530.44,51.79,90.37,214.84,248.97
42023,0,22.94,60.54,0,0
42025,446.62,22.31,47.88,151.21,238.18
42027,220.76,12.97,33.35,72.6,137.92
42029,275.54,74.9,114.04,210.03,234.88
42031,348.46,21.03,70.7,114.64,203.52
42033,276.11,92.63,132.26,246.94,246.21
42035,852.29,87.98,49.42,162.22,590.79
42037,389,33.83,77.97,149.42,268.79
42039,404.24,66.43,100.66,131.14,292.21
42041,254.04,50.96,74.12,162.71,203.71
42043,676.95,107.4,161.07,374.78,558.77
42045,494.53,72.35,111.05,266.41,395.58
42047,333.4,13.43,18.01,58.59,231.72
42049,351.7,56.83,97.09,149.47,304.87
42051,307.77,48.02,45.57,111.96,176.55
42053,397.47,31.36,103.87,266.42,276.65
42055,387.89,94.71,76.51,187.84,288.62
42057,388,46.32,76.47,187.8,288.58
42059,345.8,45.26,30.81,161.43,237.9
42061,148.05,37.04,53.04,141.11,147.25
42063,316.21,17.83,53.35,77.42,85.9
42065,456.41,30.74,50.12,155.16,218.68
42067,200.21,59,100.77,189.9,117.25
42069,698.13,45.53,73.72,180.27,435.4
42071,291.18,93.12,97,195.44,311.3
42073,475.38,25.21,59.4,153.73,354.16
42075,598.62,89.77,160.41,346.72,568.37
42077,544.22,73.3,98.76,333.75,589.55
42079,335.03,41.72,81.51,179.27,314.08
42081,482.5,30.43,107.79,243.08,391.52
42083,278.26,67.95,58.28,138.95,184.44
42085,359.69,34.16,48.03,122.26,141.33
42087,409.13,101.34,102.14,167.13,227.56
42089,332.76,104.6,78.63,306.08,277.57
42091,352.49,67.16,70.92,203.45,236.09
42093,254.93,29.58,98.02,172.88,264.57
42095,364.27,75.54,105.79,250.75,347.81
42097,449.17,76.52,112.92,281.37,243.14
42099,289.12,28.13,47.23,101.07,217.92
42101,809.62,241.12,242.16,464.23,660.49
42103,523.21,0,53.43,297.85,304.38
42105,419.38,105.36,56.19,95.85,177.56
42107,312.12,59.74,66.83,142.11,195.3
42109,365.49,31.88,30.94,193.42,178.68
42111,196.13,6.44,52.65,134.24,188.66
42113,389.15,33.82,77.99,149.45,268.68
42115,209.11,34.39,61.34,90.69,174.17
42117,399.5,37.28,44.62,135.08,208.87
42119,193.72,31.39,57.23,80.46,121.09
42121,415.32,18.14,49.32,98.54,368.6
42123,397.49,31.34,103.92,266.4,276.55
42125,295.16,49.93,58.26,111.78,207.46
42127,374.26,39.89,84.49,120,176.37
42129,265.24,63.88,20.19,60.93,181.61
42131,381.66,34.87,49.38,224.68,309.69
42133,540.95,68.62,88.08,217.19,345.85
45001,472.74,166.29,151.68,161.84,285.08
45003,306.65,162.01,106.05,185.64,242.51
45005,555.39,258.22,223.33,321.39,381.68
45007,330.24,240.3,201.53,123.08,204.76
45009,322.26,160.02,90.08,197.86,266.75
45011,468.88,118.95,237.61,444.58,477.04
45013,199.82,107.79,90.32,95.34,173.47
45015,275.57,74.06,53.96,100.83,191.58
45017,347.58,97.94,119.44,232.63,342.34
45019,434.27,157.05,97.55,228.55,509.88
45021,492.43,368.32,66.64,156.69,322.32
45023,218.58,165.54,263.94,229.01,351.04
45025,265.95,222.08,91.28,143.91,272.67
45027,261.32,83.02,124.89,203.16,273.9
45029,583.27,104.82,190,275.61,299.21
45031,20.05,200.07,195.46,234.14,283.45
45033,375.14,205.3,210.14,272.92,530.2
45035,194.31,82.03,79.98,117.88,245.92
45037,281.33,119.92,230.19,253.44,243.15
45039,461.28,505.62,322.68,364.59,502.84
45041,303.44,217.04,98.79,232.27,297.36
45043,513.95,56.06,167.26,308.41,396.73
45045,388.91,321.89,99.02,155.76,326.34
45047,457.85,108.67,87.93,158.97,322.06
45049,266.65,0,147.02,300.51,290.97
45051,337.85,111.5,165.67,188.54,337.75
45053,418.9,44.1,132.3,435.48,290.25
45055,362.29,164.37,77.36,173.93,244.44
45057,236.88,156.13,130.24,170.82,243.62
45059,614.4,146.59,93.42,149.41,329.22
45061,0,136.05,76.22,168.92,0
45063,330.74,69.02,61.01,157.25,318.23
45065,315.98,156.32,173.37,86.39,152.39
45067,440.98,212.93,202.66,299.44,485.81
45069,318.72,157.97,139.34,189.5,450.43
45071,381.81,192.6,166.81,278,388.41
45073,301.24,269.16,227.17,222.16,172.52
45075,347.67,97.96,119.49,232.58,342.33
45077,309.48,109.21,157.88,159.04,171.92
45079,324.03,281.42,140.52,223.02,363.64
45081,361.75,70.31,88.97,146.12,331.66
45083,357.78,186.61,59.17,110.71,332.32
45085,458.43,364.54,101.18,232.92,422.16
45087,501.2,392.61,144.63,132.31,198.87
45089,430.49,148.95,49.67,294.36,358.58
45091,257.33,260.46,76.32,105.81,288.83
47001,679.75,51.51,77.78,166.6,215.26
47003,724.81,103.92,138.69,216.27,511.66
47005,755.97,40.69,119.01,272.08,480
47007,987.5,0,50.52,83.38,129.29
47009,459.53,51.16,61.23,87.06,314.82
47011,535.97,93.05,123.97,301.29,328.7
47013,547.13,88.71,114.16,136.04,307.74
47015,602.14,0,46.2,214.03,504.39
47017,662.92,189.81,154.8,310.89,426.33
47019,756.13,124.75,138.58,235.4,383.82
47021,417.72,174.09,233.87,354.44,446.91
47023,558.76,16.34,97.57,221.03,238.4
47025,824.7,100.3,27.6,87.21,226.36
47027,533.96,171.4,90.37,280.2,178.77
47029,612.87,70.3,155.58,208.06,525.66
47031,670.51,157.76,263.15,324.56,530.04
47033,677.23,176.74,182.48,300.99,582.04
47035,643.31,24.42,81.26,149.48,338.23
47037,413.98,151.34,219.29,555.76,690.5
47039,523.56,225.62,97.63,182.84,233.46
47041,861.58,146.28,242.62,227.98,487.71
47043,903.81,75.98,215.8,295.79,590.63
47045,805.06,169.29,241.75,346.72,471.45
47047,455.16,141.48,230.89,383.05,502.66
47049,465.41,120.22,65.03,139.6,189.92
47051,499.02,70.8,100.82,149.53,226.59
47053,616.22,172.77,168.5,327.18,519.79
47055,836.73,169.28,106.08,183.59,519.89
47057,639.67,46.39,85.42,131.35,188.44
47059,846.6,130.56,169.23,382.87,344.16
47061,682.23,250.71,184.03,176.87,171.78
47063,920.46,161.94,177.3,500.16,385.61
47065,491.47,243.77,219.57,429.57,466.77
47067,2192.68,122.07,124.08,1593.83,2357.5
47069,846.83,132.78,216.91,356.19,476.39
47071,798.22,89.32,136.17,318.62,336.18
47073,674.42,103.22,84.9,150.71,124.36
47075,1033.11,147.6,238.8,511.16,694.78
47077,1027.65,93.26,161.09,278.81,303.34
47079,858.15,83.7,239.3,285.25,571.41
47081,767.33,387.03,237.04,348.18,359.93
47083,575.37,199.49,159.29,268.36,340.95
47085,453.87,253.1,136.62,222.03,312.24
47087,1458.28,300.84,204.71,145.41,304.67
47089,803.52,43.61,150.54,191.55,269.56
47091,1149.33,41.83,87.57,263.89,421.71
47093,345.69,168.71,173.95,239.72,188.11
47095,784.11,345.42,361.58,469.21,495.25
47097,760.27,213.55,279.69,264.85,390.87
47099,923.18,0,83.51,182.11,188.29
47101,654.11,0,174.06,184.77,500.94
47103,554.51,13.28,144.93,388.07,485.79
47105,452.46,136.44,161.67,185.28,264.97
47107,785.09,45.49,66.26,251.72,207.86
47109,498.12,176.69,129.17,153.3,402.69
47111,933.06,79.45,159.62,228.88,376.56
47113,692.23,77.62,152.79,314.71,675.96
47115,713.94,63.82,141.14,195.97,333.69
47117,824.82,130.95,158.68,238.63,465.71
47119,620.63,159.08,137.01,204.91,307.92
47121,918.65,30.46,197.53,310.84,473.34
47123,628.93,137.69,68.62,342.58,335
47125,351.43,43.64,93.99,303.08,281.47
47127,500.12,44.6,201.74,264.26,342.68
47129,387.07,144.04,104.21,170.26,179.03
47131,410.26,76.72,88.75,243.5,365.09
47133,1043.18,154.3,127.7,256.5,324.98
47135,822.54,0,0,167.06,290.28
