"county","jail_2014","jail_1970","jail_1980","jail_1990","jail_2000"
47137,309.21,43.84,147.77,104.49,156.84
47139,1164.31,410.17,73.74,328.01,387.27
47141,459.03,76.53,108.49,198.47,352.4
47143,711.55,47.66,137.54,293.36,340.3
47145,548.8,12.35,46.26,126.37,230.01
47147,935.25,201.97,114.2,188.09,367.35
47149,462.94,39.7,46.71,306,516.25
47151,780.92,172.41,96.17,222.11,215.54
47153,1244.18,129.37,127.5,114.81,226.29
47155,830.7,50.61,122.5,227.53,402.8
47157,875.69,216.26,232,894.75,971.05
47159,955.06,196.13,141.34,177.7,324.48
47161,246.28,0,0,156.2,166.11
47163,628.77,117.34,139.33,306.26,458.33
47165,555.06,104.22,131.29,261.12,279.89
47167,1372.99,75.2,165.96,836.8,919.51
47169,738.08,94.19,271.63,320.09,551.31
47171,818.52,262.83,184.8,314.79,382.54
47173,705.6,146.6,68.38,143.79,256.54
47175,982.04,85.4,132.06,273.8,361.14
47177,1046.19,127.24,323.98,358.41,544.13
47179,104.47,102.59,122,182.11,574.99
47181,1026.23,106.09,74.41,196.06,256
47183,448.88,92.14,107.46,156.99,186.4
47185,1181.32,197.73,172.47,248.07,467.67
47187,268.82,70.92,113.62,190.38,308.76
47189,363.83,78.65,80.54,131.79,207.28
48001,277,153.63,100.22,215.66,284.85
48003,129.81,74.37,117.85,270.58,483.72
48005,426.4,67.22,80.24,189.5,228.79
48007,683.87,56.41,136.24,291.51,386.18
48009,336.58,295.68,66.3,92.61,79.2
48011,170.94,0,0,271.49,295.33
48013,371.04,93.94,77.68,341.11,322.74
48015,260.63,380.81,88.05,238.58,198.19
48017,935.48,180.87,143.8,177.88,418.04
48019,397.57,0,0,143.88,175.19
48021,293.62,71.3,53.88,269.08,274.69
48023,336.53,66.38,70.87,392.16,79.19
48025,245.72,42.5,91.42,435.48,231.5
48027,338.78,77.67,120.92,338.74,339.44
48029,311.58,137.13,112.93,302.74,385.65
48031,346.54,193.05,122.17,144.26,92.97
48033,407.1,0,155.32,385.28,401.37
48035,266.95,15.81,53.2,191.64,252.35
48037,433.55,112.66,142.06,550.65,1415.34
48039,326.77,111.14,108.8,277.7,333.42
48041,365.15,176.3,82.76,250.2,347.1
48043,14.49,255.4,113.79,0,135.19
48045,0,0,0,0,0
48047,6397.71,21.32,108.68,186.95,324.03
48049,637.75,32.24,106.06,258.19,281.97
48051,580.09,53.37,65.34,214.95,414.27
48053,340.57,0,106.76,277.17,316.51
48055,575.98,37.49,112.06,353.32,597.58
48057,349.85,84.4,118.41,266.97,494.33
48059,71.66,404.77,82.51,77.44,74.61
48061,362.35,208.73,165.44,274.32,263.56
48063,328.34,132.51,92.46,151.44,305.34
48065,643.09,52.03,110.34,210.69,248.08
48067,466.35,150.37,72,245.99,356.55
48069,243.36,33.86,190.48,295.22,359.18
48071,375.88,144.02,147.9,454.51,521.13
48073,478.33,118.1,85.99,230.54,375.1
48075,1043.84,132.07,115.87,252.33,543.51
48077,290.25,0,23.71,256.07,304.19
48079,163.31,95.57,76.98,207.37,308.91
48081,0,54.35,0,0,0
48083,139.39,88.45,118.06,154.44,166.57
48085,143.62,69.93,67.31,137.51,174.35
48087,550.05,414.31,247.49,250.65,485.88
48089,379.51,97.62,68.04,152.25,564.01
48091,347.29,20.26,52.58,216.68,257.34
48093,821.33,88.4,89.52,308.14,1701.3
48095,456.23,58.64,83.7,235.94,451.57
48097,321.32,106.01,91.26,208.07,360.78
48099,137.23,39.42,27.99,86.43,102.04
48101,0,497.79,97.92,228.38,0
48103,397.09,149.37,197.82,630.98,483.57
48105,523.14,0,169.78,322.96,570.47
48107,200.29,158.51,85.29,208.88,283.64
48109,695.41,822.2,335.64,658.51,535.33
48111,229.15,56.16,81.07,246.08,160.72
48113,367.46,203.63,148.55,453.35,462.04
48115,461.37,199.56,43.25,253.62,350.61
48117,596.4,313.45,229.45,636.6,799.8
48119,510.53,36.5,38.4,103.76,324.02
48121,184.56,50.48,40.85,116.87,227.55
48123,606.63,85.98,124.75,314.22,320.2
48125,191.7,140.38,45.33,59.92,3677.04
48127,573.76,80.86,108.27,65.84,202.65
48129,454.75,0,131.47,221.05,536.23
48131,365.48,0,87.68,215.53,211.21
48133,630.09,76.28,144.83,295.01,303.3
48135,659.76,155.76,183.96,239.4,652.45
48137,742.12,85.91,502.81,773.8,1216.08
48139,377.56,51.71,116.94,225.04,323.65
48141,362.48,161.38,116.56,248.08,298.64
48143,249.93,27,58.7,246.36,260.7
48145,274.92,94.26,88.44,147.88,241.86
48147,416.01,92.14,65.3,169.68,139.18
48149,182.82,49.32,54.44,309.39,241.29
48151,302.64,27.25,88.78,232.9,339.05
48153,0,16.1,136.72,231.24,0
48155,0,226.93,206.63,213.22,0
48157,187.5,111.72,65.81,184.48,198.49
48159,521.41,98.2,63.6,278.02,906.76
48161,445.49,48.67,261.92,278.75,285.54
48163,410.4,133.67,129.8,1166.79,1860.05
48165,147.38,129.5,132.96,294.5,186.06
48167,431.89,129.54,192.99,319.41,490.49
48169,1334.57,126.16,50.91,130.67,339.21
48171,70.15,84.27,45.31,123.07,78.02
48173,243.01,0,0,175.44,128.91
48175,638.03,35.57,31.81,369.02,851.36
48177,700.54,21.79,56.47,113.29,175.13
48179,358.79,101.35,57.84,114.89,335.48
48181,472.28,144.37,70.98,152.06,337.14
48183,800.51,74.39,118.94,255.86,517.74
48185,387.73,92.32,81.84,180.78,288.31
48187,300.09,169.05,49.98,180.74,100.71
48189,393.44,64.98,120.34,461.23,629.26
48191,273.07,147.89,124.25,162.14,356.8
48193,252.74,269.21,79.8,260.93,382.25
48195,89.53,51.41,79.64,79.75,91.38
48197,328.54,308.48,116.63,147.32,194.55
48199,355.51,22.28,62.71,152.29,263.73
48201,294.4,220.37,163.89,287.87,364.71
48203,569.82,144.38,87.91,222.72,333.91
48205,229.14,115.21,81.87,63.75,160.72
48207,6671.26,64.7,72.28,143.97,2069.3
48209,216.43,79.21,49.65,346.27,360.16
48211,193.55,107.3,158.64,201.53,66.98
48213,700.69,94.14,110.25,180.42,390.62
48215,215.5,118.81,77.93,223.62,165.92
48217,624.94,68.4,81.46,291.29,359.45
48219,492.71,71.58,98.65,241.74,330.76
48221,436.2,0,134.1,207.3,407.96
48223,404.18,72.94,109.48,273.38,380.91
48225,609.25,57.01,75.24,288.38,437.82
48227,230.8,58.26,52.92,109.81,165.92
48229,5294.41,503.24,452.92,390.24,262.15
48231,476.48,92.89,117.76,159.17,371.64
48233,419.89,141.31,138.44,281.91,309.93
48235,543.29,82.16,141.87,177.72,463.31
48237,240.22,51.24,121.98,296.66,531.17
48239,690.42,102.92,134.12,560.53,468.65
48241,376.52,252.54,54.29,82.59,127.57
48243,0,0,0,0,0
48245,433.06,141.13,177.76,482.96,836.14
48247,382.41,187.76,350.3,342.17,356.42
48249,223.06,30.76,87.17,84.05,73.02
48251,428.06,50.66,34.65,383.79,329.43
48253,245.36,74.8,81,219.92,185.92
48255,115.84,65.88,177.91,189.11,186.73
48257,440.23,129.49,95.89,286.72,460.44
48259,187.44,0,0,195.86,228.97
48261,526.06,53.62,64.18,148.64,462.4
48263,1335.17,126.2,50.89,130.72,339.07
48265,466.14,168.97,123.68,295.37,384.37
48267,343.91,182.56,82.41,346.72,512.73
48269,191.65,350.88,45.33,59.92,3678.44
48271,368.83,175.59,825.49,331.68,106.38
48273,525.71,53.48,64.11,148.81,460.96
48275,360.69,123,132.93,165.91,228.6
48277,494.07,90.72,86.1,401.71,564.47
48279,511.14,67.95,111.22,183.96,334.87
48281,203.68,0,124.02,239.68,329.29
48283,0,0,0,712.2,0
48285,217.85,0,58.92,81.26,141.77
48287,373.48,0,105.94,155.04,156.33
48289,307.47,124.82,84.31,225.7,374.37
48291,427.14,84.75,124.37,282.34,396.35
48293,931.82,0,112.87,505.4,6020.19
48295,135.2,0,0,54.08,73.71
48297,604,110.18,178.71,252.7,278.53
48299,478.38,0,63.63,173.23,222.91
48301,914.29,112.28,117.07,267.76,337.5
48303,592.18,160.15,131.9,357.2,418.18
48305,399.54,79.33,35.45,214.23,442.93
48307,429.45,42.57,256.03,283.69,281.9
48309,526.39,123.97,155.16,338.35,460.93
48311,603.47,110.21,178.71,252.57,278.36
48313,364.61,42.24,39.38,205.24,426.77
48315,518.13,63.6,64.12,97.87,280.09
48317,210.72,144.14,104.97,150.94,156.04
48319,42.19,0,105.57,168.78,166.59
48321,557.3,48.53,63.5,321.16,361.83
48323,290.95,159.08,0,0,0
48325,250.27,120.63,102.48,88.75,138.19
48327,419.11,272.29,359.4,209.51,542.58
48329,363.52,149.81,147.12,299.24,360.46
48331,699.25,0,57.42,274.18,358.76
48333,143.52,84.25,150.4,223.97,202.2
48335,255.88,156.1,127.51,287.96,229.3
48337,539.29,22.46,88.39,274.22,343.36
48339,324.89,35.79,70.23,254.49,306.9
48341,241.96,22.53,125.81,227.5,259.71
48343,349.24,0,61.5,321.96,503.91
48345,0,166.67,0,0,0
48347,532.55,107.12,82.39,202.78,561.03
48349,702.28,78.36,79.59,369.77,472.7
48351,152.77,30.55,30.25,2269.5,7828.85
48353,463.11,20.82,233.57,119.16,457.92
48355,402.6,81.96,84.63,308.07,386.65
48357,370.7,236.17,104.04,246.91,302.15
48359,144.72,361.01,245.5,248.36,362.58
48361,332.98,124.98,63.12,193.26,396.95
48363,548.21,100.99,102.86,396.11,767.06
48365,365.4,0,37.66,162.83,305.23
48367,387.09,92.85,68.59,262.61,268.18
48369,511.18,113.1,137.7,156.54,216.67
48371,256.87,361.1,103.63,231.45,31.48
48373,1193.36,192.63,70.81,276.9,323.72
48375,616.25,274.85,338.69,594.33,780.54
48377,70.91,256.6,895.92,0,76.47
48379,315.65,87.91,254.14,383.39,281.73
48381,387.49,65.18,39.34,139.18,223.16
48383,2504.91,47.96,37.98,201.87,747.35
48385,0,0,0,0,0
48387,341.84,87.72,21.82,221.79,643.01
48389,626.86,707.12,269.12,890.91,12823.57
48391,869.76,158.42,235.78,349.49,886.38
48393,193.53,509.34,264.92,201.54,66.98
48395,277.61,102.85,95.49,354.04,314.04
48397,289.47,96.02,69.82,223.08,309.12
48399,456.22,58.64,83.69,235.99,451.46
48401,250.91,140.28,55.23,206.82,263.47
48403,239.89,72.76,34.67,124.13,249.38
48405,393.08,0,69.88,155,156.94
48407,365.29,80.84,105.84,244.62,208.58
48409,514.96,90.92,113.99,263.19,292.7
48411,86.73,130.17,136.9,114.94,132.42
48413,459.89,0,80.55,449.57,666.67
48415,406.88,62.15,155.15,385.45,401.85
48417,768.49,50.23,202.02,264.55,340.31
48419,337.31,44.31,63.12,364.23,325.45
48421,103.2,366.3,68.69,113.06,155.76
48423,494.4,161.47,143.17,387.63,621.57
48425,727.4,63.29,170.81,267.58,468.27
48427,325.89,71.63,70.77,124.61,301.49
48429,287.75,61.86,159.28,175.27,281.04
48431,291.35,312.01,198.14,38.62,408.4
48433,250.31,67.07,85.78,244.33,472.33
48435,280.34,106.78,119.94,390.54,239.02
48437,299.27,98.96,92.17,371.17,437.31
48439,259.08,163.11,119.73,258.36,378.97
48441,571.51,145.44,136.54,417.8,475.7
48443,360.36,1737.62,102.14,214.29,669.76
48445,740.83,120.7,111.16,0,277.57
48447,6670.69,64.71,72.29,144,2069.61
48449,479.26,70.32,121.8,334.62,877.75
48451,544.26,82.29,142.24,177.68,463.48
48453,313.42,118.7,95.23,303.38,428.39
48455,82.36,139.96,72.66,68.67,79.09
48457,250.72,99.83,70.52,254.32,212.43
48459,606.48,71.43,68.56,278.7,523.37
48461,2199.9,35.16,34.77,233.7,327.26
48463,787.45,282.4,153.88,220.9,291.78
48465,66.77,741.55,115.09,193.7,195.11
48467,484.04,91.11,83.91,318.34,390.54
48469,593.78,33.78,95.96,169.69,481.57
48471,119.25,62.15,59.71,165.53,318.86
48473,220.39,53.55,77.14,334.26,386.58
48475,744.35,87.98,326.5,435.87,236.76
48477,391.85,0,16.25,183.52,312.4
48479,302.64,725.52,259.29,858.53,116.48
48481,456.13,105.89,76.4,143.51,394.43
48483,85.84,53.86,48.11,237.95,310.83
48485,528.43,105.72,112.01,258.06,441.52
48487,393.17,110.04,101.87,107.05,181.81
48489,389.45,114.97,101.6,192.42,360.18
48491,193.7,74.23,72.4,192.69,290.81
48493,151.26,67.54,44.98,0,189.44
48495,913.89,112.43,116.6,268.44,338
48497,434.24,69.1,65.79,233.97,257.69
48499,431.26,89.02,85.31,166.78,327.04
48501,283.69,65.86,90.62,196.11,257.58
48503,715.95,11.02,61.09,220.57,471.64
48505,948.53,0,0,0,103.84
48507,850.16,188.03,179.21,200.27,178.14
51001,468.07,59.15,126.67,329.21,422.82
51003,617.15,89.13,228.83,392.85,533.93
51005,762.83,346.51,142.43,210.28,283.87
51007,992.34,96.94,106.43,315.41,452.65
51009,405.41,107.88,72.77,203.73,308.66
51011,276.3,33.77,134.58,252.82,327.27
51013,268.69,56.83,114.01,256.26,332.05
51015,324.01,154.65,129.97,232.54,270.7
51017,762.99,410.48,57.52,117.98,283.93
51019,1073.99,96.22,86.24,149.9,541.26
51021,853.5,0,0,124.69,245.32
51023,389.87,44.92,96.13,155,236.91
51025,531.4,152.42,57.47,218.81,350.96
51027,965.07,98.98,119.48,150.36,155.94
51029,0,0,0,0,0
51031,1074.06,61.37,83.9,166.69,541.3
51033,1477.2,133.12,161.43,212.83,1845.97
51035,852.37,104.17,90.63,152.97,245.57
51036,2691.27,0,0,0,1866.64
51037,899.14,96.43,67.87,163.31,322.44
51041,138.35,77.76,95.96,200.75,185.47
51043,146.12,98.83,80.01,298.36,0
51045,389.81,44.92,96.12,154.97,236.87
51047,275.5,157.76,100.91,263.24,226.12
51049,991.92,96.94,106.42,315.24,452.63
51051,965.04,102.9,95.78,214.55,504.32
51053,328.87,107.07,97.21,310.8,302.61
51057,957.98,45.53,117.28,270.12,710.69
51059,156.64,39.41,56.52,131.66,134.36
51061,146.11,80.96,67.83,211,186.74
51063,852.79,50.21,89.35,113.86,245.53
51065,392.03,9.51,25.33,144.25,175.28
51067,926.88,79.15,119.17,212.25,253.25
51069,1069.62,246.78,201.94,506.58,656.75
51071,852.51,103.33,136.96,225.16,245.45
51073,379.47,0,0,108.81,349.91
51075,484.59,48.76,92.3,229.99,457.64
51077,852.23,50.88,59.19,100.61,245.61
51079,392.1,9.5,25.32,144.25,175.25
51081,0,193.8,332.01,760.83,0
51083,1073.91,127.25,133.96,215.72,541.29
51085,610.52,130.86,92.79,200.7,392.41
51087,484.24,48.75,92.25,229.84,457.87
51089,489.04,40.43,93.48,159.97,285.58
51091,324.32,0,52.8,220.32,270.26
51093,648.06,0,126.63,279.09,567.91
51095,0,80.41,0,0,0
51097,957.9,45.54,117.3,270.13,710.86
51099,1315.62,0,108.87,202.17,366.94
51101,0,0,0,0,0
51103,491.53,74.38,171.02,392.91,365.26
51105,966.17,48.01,125.25,136.63,108.72
51107,147.09,95.51,84.78,128.89,123.97
51109,391.98,154.08,148.19,144.26,175.33
51111,992.28,43.27,126.71,315.36,452.7
51113,392.06,9.51,25.33,144.32,175.31
51115,958.06,45.53,117.3,270.1,710.8
51117,602.76,222.94,233.64,338.14,515.69
51119,957.86,45.54,117.28,270.08,710.85
51121,122.24,90.2,46.31,114.46,196.84
51125,616.97,173.79,58.76,92.62,534.05
51127,484.59,48.79,92.31,229.91,458.06
51131,719.61,35.75,132.11,409.81,652.93
51133,834.38,0,133.2,228.91,437.72
51135,991.98,155.17,114.35,315.33,452.65
51137,392,9.5,25.33,144.26,175.3
51139,547.53,166.57,131.21,211.45,270.07
51141,629.82,52.65,87.94,157.51,202.74
51143,275.49,93.95,136.97,167.36,302.23
51145,0,0,0,0,0
51147,992.2,96.93,106.42,315.26,452.68
51149,0,0,0,0,0
51153,283.85,31.77,117.14,230.99,220.52
51155,852.32,0,85.29,242.65,245.55
51157,494.09,64.41,160.07,265.96,271.78
51159,834.37,51.53,102.29,198.42,437.73
51161,926.82,57.38,72.11,221.53,340.17
51163,424.07,105.26,91.29,146.77,303.14
51165,646.59,114.98,92.9,160.41,428.38
51167,965.2,124.73,85.36,142.2,321.89
51169,965.92,136.58,123.66,119.51,410.21
51171,375.45,0,83.77,210.53,278.61
51173,965.54,164.46,93.88,194.88,108.69
51175,882.11,207.49,164.84,434.17,1002.07
51177,1315.96,0,108.9,202.23,366.83
51179,0,56.78,89.95,195.03,0
51181,2693.12,0,0,0,1866.87
51183,669.3,105.79,254.58,638.59,569.35
51185,965.62,63.25,92.93,118.42,443.04
51187,657.97,254.69,206.48,340.55,276.68
51191,965.76,22.99,90.31,121.55,108.71
51193,834.37,70.13,123.13,200.98,437.75
51195,965.43,126.52,89.03,176.86,108.71
51197,852.67,602.93,115.54,153.53,245.51
51199,698.3,133.16,106.97,143.96,523.16
51510,237.38,141.58,134.7,429.22,270.08
51520,1396.37,0,333.86,637.72,616.88
51530,423.99,105.28,91.31,146.77,303.09
51540,0,207.31,0,0,0
51550,682.26,137.46,148.82,314.81,421.17
51570,2692.71,0,0,0,1866.63
51580,0,0,0,0,0
51590,1765.46,417.01,386.27,604.4,1126.52
51595,5955.06,0,0,0,3335.36
51600,0,0,0,0,0
51610,268.92,56.86,113.96,256.05,332.18
51620,648.42,0,126.57,279.13,567.86
51630,1315.83,0,108.89,202.23,366.86
51640,852.66,0,85.32,242.72,245.38
51650,456.88,0,113.11,275.63,318.96
51660,0,0,0,0,0
51670,2692.09,0,0,0,1866.74
51678,424.03,105.25,91.29,146.78,303.1
51680,0,113.61,160.93,238.92,0
51683,283.68,0,0,231.09,220.56
51685,284.04,0,0,231.05,220.34
51690,973.79,0,360.85,726.95,1258.87
51700,530.08,170.96,226.09,411.72,644.15
51710,789.02,302.52,198.6,546.28,936.72
51720,963.59,22.98,90.28,121.5,108.8
51730,2692.27,462.39,632.74,1275.08,1083.83
51735,698.14,0,0,308.06,523.31
51740,1376.97,0,245.78,731.48,1172.98
51750,852.36,0,25.24,69.57,245.51
51760,809.58,281.06,395.52,786.27,1225.73
51770,918.44,43.77,247.53,462.85,829.43
51775,0,0,0,0,0
51790,4073.91,0,0,0,0
51800,648.14,0,126.63,279.1,567.9
51810,547.95,46.83,65.71,171.14,337.01
51820,323.97,154.67,130,232.54,270.75
51830,698.46,0,384.84,308.08,523.2
51840,146.07,0,0,0,0
53001,166.17,0,0,176.52,175.13
53003,364.62,0,0,142.21,185.59
53005,469.43,50.04,59.99,151.66,233.21
53007,511.99,138.49,283.72,475.33,487.2
53009,271.45,57.11,135.94,213.98,315.83
53011,229.56,73.54,106.58,265.53,259.99
53013,291.67,0,65.01,106.56,144.41
53015,409.45,99.38,80.71,288.98,379.99
53017,345.03,19.26,116.15,0,278.84
53019,611,262.12,220.36,218.74,287.42
53021,311.02,142.12,258.41,392.1,424.16
53023,507.25,0,0,0,351.86
53025,372.2,97.89,106.53,211.45,410.93
53027,380.25,60.92,138.17,186.94,397.5
53029,103.97,36.36,76.86,97.79,105.13
53031,277.14,0,116.53,226.11,246.19
53033,175.9,97.66,98.77,172.94,211.92
53035,245.21,61.98,75.15,161.1,189.73
53037,325.57,114.71,141.56,223.13,299.07
53039,290.92,54.98,200.44,295.33,373.79
53041,420.81,78.09,131.81,215.77,425.41
53043,357.67,104.51,75.36,202.97,194.14
53045,306.33,38.63,98.76,234.01,256.47
53047,345.06,185.97,116.17,0,278.84
53049,325.22,146.74,103.53,280.01,292.12
53051,377.93,28.33,145.33,191.11,293.69
53053,184.06,105.01,75.73,192.37,265.34
53055,104,36.36,76.86,97.8,105.13
53057,290.72,97.22,61.95,189.37,219.08
53059,373.83,28.22,143.94,215.26,356.2
53061,215.54,84.34,52.21,128.72,193.37
53063,265.6,158.48,152.76,273.54,330.82
53065,148.21,109.67,81.53,98.56,145.03
53067,220.11,52.89,92.29,195.85,311.87
53069,442.28,143.68,104.55,142.93,398.13
53071,183.71,37.7,59.12,120.3,220.29
53073,276.26,87,93.98,190.98,200.2
53075,74.45,40.49,30.49,84.35,123.51
53077,463.2,171.94,179.73,344.47,437.93
54001,497.34,82.03,34.52,83.67,172.43
54003,315.54,107.98,119.7,149.49,247.11
54005,581.54,65.52,81.03,115,429.09
54007,452.22,161.1,80.77,120.05,270.69
54009,267.79,67.19,55.05,111.54,184.83
54011,361.78,109.34,96.49,142.14,118.94
54013,452.4,48.18,71.19,163.5,270.52
54015,452.12,75.47,80.78,120.02,270.62
54017,242.41,110.71,124.92,3409.76,556.69
54019,318.67,100.26,87.87,154.84,211.64
54021,452.35,41.11,160.66,120.09,270.79
54023,479.85,215.31,55.57,120.38,277.92
54025,318.61,87.67,131.09,115.38,211.66
54027,479.71,71.56,93.68,72.49,277.9
54029,267.85,43.98,53.12,58.67,184.81
54031,479.69,55.71,70.52,72.48,277.93
54033,242.2,97.26,118.44,120.45,557.02
54035,291.03,32.21,70.58,99.02,188.87
54037,315.57,156.41,52.68,149.48,247.1
54039,291.12,113.26,51.25,89.19,188.84
54041,452.29,121.6,134.3,120.06,270.64
54043,361.76,135.28,44.45,142.13,118.93
54045,581.63,35.6,122.63,114.99,429.01
54047,720.15,92.97,184.86,159.84,464.82
54049,242.18,152.42,82.15,153.61,292.04
54051,267.89,64.05,58.29,21.34,184.78
54053,361.87,67.93,30.81,117.62,118.95
54055,318.65,197.08,48.22,162.39,10.13
54057,479.71,104.73,28.67,116.05,277.95
54059,581.7,198.93,95.93,158.98,429.01
54061,242.11,61.12,43.53,77.99,123.1
54063,318.61,14.41,37.66,60.88,211.75
54065,315.56,487.52,67.02,149.56,247.07
54067,452.38,118.73,147.42,120.02,270.58
54069,267.87,75.22,93.28,133.28,184.8
54071,479.58,23.5,28.2,107.19,277.81
54073,241.59,23.33,83.21,170.49,557.18
54075,497.01,115.1,127.62,218.25,184.47
54077,497.25,73.55,103.41,123.5,152.29
54079,361.76,75.7,78.94,118.22,118.92
54081,318.7,165.97,88.2,111.98,211.67
54083,497.25,106.03,74.8,86.05,172.46
54085,0,138.31,55.2,183.71,0
54087,452.39,58.51,84.1,119.99,270.61
54089,318.54,50.38,115.14,177.03,211.66
54091,497.32,108.56,158.73,152.86,313.03
54093,497.68,113.1,82.6,86.03,172.51
54095,242.03,35.11,205.39,76.26,557.23
54097,497.26,100.87,98.96,192.1,172.46
54099,361.8,82.37,53.2,105.69,118.97
54101,452.19,105.76,62.53,120,270.7
54103,267.77,8.34,29.66,104.98,184.83
54105,242.88,128.1,148.34,338.27,557.34
54107,242.1,56.81,63.05,122.32,164.65
54109,318.85,113.58,66.28,77.7,211.6
55001,475.85,115.34,87.98,150.42,566.79
55003,521.17,42.3,72.58,211.1,561.99
55005,439.01,30.74,78.31,127.9,291.3
55007,244.5,15.02,59.07,105.42,279.34
55009,382.37,62.57,50.29,165.52,324.68
55011,193.54,116.73,41.54,107.66,201.03
55013,286.66,76.88,40.6,225.13,294.02
55015,119.51,13.01,32.54,94.32,165.73
55017,306,33.05,40.23,94.02,246.27
55019,253.88,24.14,53.65,77.61,193.02
55021,379.79,43.54,64.49,157.86,368.03
55023,213.47,58.86,80.33,127.71,239.68
55025,204.82,63.81,70,194.81,293.09
55027,304.01,17.26,45.49,114.43,227.23
55029,390.49,17.09,37.32,105.89,243.93
55031,559.37,76.95,103.09,161.81,256.15
55033,243.94,81.5,63.52,74.63,343.18
55035,315.33,49.17,92.22,173.24,337.78
55037,354.23,0,0,0,0
55039,376.64,24.28,48.49,148.73,249.37
55041,1073.34,208.29,139.81,154.44,1170.07
55043,156.1,60.59,56.51,138.56,178.49
55045,218.01,13.02,63.13,125.99,213.84
55047,475.82,10.13,19.9,226.75,256.82
55049,248.87,103.25,52.09,137.37,282.49
55051,228.9,130.79,47.4,156.86,306.07
55053,326.15,90.96,109.32,240.55,448.76
55055,253.88,68.88,55.8,149.6,330.18
55057,362.19,77,122.28,108.44,180.75
55059,453.1,77.93,106.7,297.51,547.87
55061,115.6,18.39,61.78,127.33,169.83
55063,247.91,74.76,64.21,147.73,329.05
55065,151.19,31.34,51.96,96.64,208.46
55067,529.8,47.06,68.39,139.62,375.31
55069,735.65,81.97,115.45,159.32,241.64
55071,261.49,29.41,62.53,144.01,389.5
55073,363.68,48.83,49.34,111.64,238.77
55075,514.55,39.09,65.08,170.99,250.96
55077,386.72,20.38,54.21,138.89,456.27
55078,829.18,111.19,86.32,178.29,697.12
55079,386.67,133.1,117.39,295.59,554.81
55081,198.47,77.52,66.98,168.1,227.06
55083,218.3,42.1,71.34,135.36,177.68
55085,363.36,55.93,95.32,175.35,339.57
55087,295.9,41.96,60.75,101.29,461.96
55089,272.77,80.89,64.59,144.62,244.21
55091,352.19,0,0,83.91,236.33
55093,89.02,43.56,53.78,91.84,102.58
55095,284.17,19.89,57.9,78.2,212.13
55097,144.41,86.99,58.68,104.55,185.85
55099,233.34,0,122.66,133.6,243.73
55101,534.19,63.89,97.38,188.26,459.69
55103,272.23,51.35,81.83,171.68,247.01
55105,450.05,74.71,99.39,375.98,443.07
55107,481.1,50.24,61.64,202.89,288.35
55109,142.47,51.83,51.18,98.69,189.14
55111,386.87,58,74.68,129.86,403.57
55113,729.85,109.55,123.17,233.71,542.77
55115,829.07,111.26,86.28,178.26,697.16
55117,311.65,71.97,69.02,135,311.59
55119,303.6,0,58.09,110.78,256.04
55121,161.19,54.29,64.28,116.19,199.75
55123,401.23,14.39,39.8,103.65,134.72
55125,589.47,31.73,79.33,175.69,401.56
55127,430.39,71.95,67.35,186.75,417.08
55129,200.08,33.09,37.72,110.73,372.47
55131,285,65.78,43.43,105.02,174.97
55133,197.09,50.71,30.97,115.61,220.48
55135,408.21,76,61.67,130.63,292.91
55137,539.21,47.9,117.03,259.2,399.87
55139,247.51,48.43,64.39,112.21,239.86
55141,374.39,32.03,54.03,163.94,232.46
